Time_Stamp,CPU_Usage,Ram_Usage,DataDir_DirectorySize,CPUtemperature
2016-09-30 11:32:02,10.1,18.2,19291648,59.1
2016-09-30 11:34:01,10.1,17.8,19315336,58.0
2016-09-30 11:36:01,10.1,17.8,19336070,59.1
2016-09-30 11:38:01,10.1,19.3,19389382,62.8
2016-09-30 11:40:01,10.1,19.3,19418999,59.1
2016-09-30 11:42:02,10.1,19.4,19433804,59.1
2016-09-30 11:44:01,10.1,17.7,19460460,58.5
2016-09-30 11:46:01,10.1,16.7,19481194,59.1
2016-09-30 11:48:01,10.1,16.9,19501921,58.5
2016-09-30 11:50:01,10.1,18.0,19531538,60.1
2016-09-30 11:52:02,10.1,18.4,19546350,60.1
2016-09-30 11:54:01,10.1,18.4,19567077,60.1
2016-09-30 11:56:01,10.1,18.4,19590772,60.1
2016-09-30 11:58:02,10.1,19.6,19620389,61.8
2016-09-30 12:00:01,10.1,19.6,19647045,60.7
2016-09-30 12:02:01,10.1,19.6,19670733,60.7
2016-09-30 12:04:02,10.1,20.0,19691467,60.7
2016-09-30 12:06:01,10.1,19.1,19712201,60.1
2016-09-30 12:08:01,10.1,19.0,19724045,60.1
2016-09-30 12:10:01,10.2,20.2,19750701,62.8
2016-09-30 12:12:01,10.2,19.6,19792162,60.7
2016-09-30 12:14:01,10.2,19.6,19821779,60.1
2016-09-30 12:16:01,10.2,18.3,19842513,60.1
2016-09-30 12:18:01,10.2,17.9,19875091,60.1
2016-09-30 12:20:02,10.2,18.9,19889896,60.7
2016-09-30 12:22:01,10.2,18.9,19904701,60.1
2016-09-30 12:24:01,10.2,18.2,19925435,60.1
2016-09-30 12:26:02,10.2,18.2,19949130,60.7
2016-09-30 12:28:01,10.2,18.3,19963935,60.1
2016-09-30 12:30:01,10.2,19.4,19993552,60.7
2016-09-30 12:32:02,10.2,19.5,20023169,60.1
2016-09-30 12:34:01,10.2,19.4,20040936,59.6
2016-09-30 12:36:01,10.2,18.9,20052780,59.6
2016-09-30 12:38:01,10.2,18.6,20070553,59.1
2016-09-30 12:40:01,10.2,18.6,20103131,59.1
2016-09-30 12:42:02,10.2,18.6,20132741,59.1
2016-09-30 12:44:01,10.2,17.3,20165319,58.0
2016-09-30 12:46:01,10.2,17.3,20189014,58.0
2016-09-30 12:48:01,10.2,18.6,20197897,58.5
2016-09-30 12:50:01,10.2,19.9,20215670,59.1
2016-09-30 12:52:02,10.2,21.9,20251209,66.6
2016-09-30 12:54:01,10.2,22.0,20280826,60.1
2016-09-30 12:56:01,10.2,20.9,20307482,60.1
2016-09-30 12:58:02,10.2,19.7,20331170,59.1
2016-09-30 13:00:01,10.2,19.7,20354865,58.5
2016-09-30 13:02:01,10.2,19.1,20393365,60.1
2016-09-30 13:04:01,10.2,19.2,20420014,58.0
2016-09-30 13:06:01,10.2,19.1,20446666,59.1
2016-09-30 13:08:02,10.2,20.5,20491088,60.1
2016-09-30 13:10:01,10.2,20.6,20541439,58.5
2016-09-30 13:12:01,10.2,20.5,20579939,58.5
2016-09-30 13:14:02,10.2,18.3,20600673,59.1
2016-09-30 13:16:01,10.2,18.2,20624361,58.5
2016-09-30 13:18:02,10.2,18.0,20642134,59.1
2016-09-30 13:20:01,10.2,19.8,20662868,59.1
2016-09-30 13:22:01,10.2,19.6,20680634,59.1
2016-09-30 13:24:02,10.2,19.4,20701368,58.0
2016-09-30 13:26:01,10.2,19.2,20725063,59.1
2016-09-30 13:28:01,10.2,19.0,20742829,58.0
2016-09-30 13:30:01,10.2,19.2,20775407,58.0
2016-09-30 13:32:01,10.2,19.2,20802063,56.9
2016-09-30 13:34:02,10.2,19.2,20828719,58.5
2016-09-30 13:36:01,10.2,18.9,20852407,58.0
2016-09-30 13:38:01,10.2,20.6,20873141,57.5
2016-09-30 13:40:01,10.2,20.6,20899797,58.0
2016-09-30 13:42:01,10.2,20.6,20929414,56.9
2016-09-30 13:44:01,10.2,18.5,20947180,57.5
2016-09-30 13:46:01,10.2,18.6,20973836,57.5
2016-09-30 13:48:01,10.2,19.3,20985680,58.5
2016-09-30 13:50:02,10.2,19.6,20997531,58.5
2016-09-30 13:52:01,10.2,20.0,21024187,58.5
2016-09-30 13:54:01,10.2,20.0,21062687,59.1
2016-09-30 13:56:02,10.2,19.6,21086382,59.1
2016-09-30 13:58:01,10.2,19.6,21101187,58.5
